id,Suburb,Street,Start House Number,End House Number,General Waste Day,Recycle / Green Waste Day
11563,SALISBURY,REGIS ST,2,70,Every FRIDAY,Every Alternative FRIDAY
11564,SALISBURY,RIAWENA RD,127,237,Every FRIDAY,Every Alternative FRIDAY
11565,SALISBURY,ROSEBANK SQ,2,64,Every FRIDAY,Every Alternative FRIDAY
11566,SALISBURY,SALFORD ST,1,45,Every FRIDAY,Every Alternative FRIDAY
11567,SALISBURY,SHERIDAN ST,1,23,Every FRIDAY,Every Alternative FRIDAY
11568,SALISBURY,SOUTHEY ST,11,35,Every FRIDAY,Every Alternative FRIDAY
11569,SALISBURY,STANDISH ST,1,54,Every FRIDAY,Every Alternative FRIDAY
11570,SALISBURY,TAMBLYN RD,7,113,Every FRIDAY,Every Alternative FRIDAY
11571,SALISBURY,TARRAGINDI RD,495,601,Every FRIDAY,Every Alternative FRIDAY
11572,SALISBURY,TEXTILE CRES,8,54,Every FRIDAY,Every Alternative FRIDAY
11573,SALISBURY,TOMS ST,3,8,Every FRIDAY,Every Alternative FRIDAY
11574,SALISBURY,TOOHEY RD,602,668,Every FRIDAY,Every Alternative FRIDAY
11575,SALISBURY,TOORAK RD,5,23,Every FRIDAY,Every Alternative FRIDAY
11576,SALISBURY,TUCKETT RD,11,66,Every FRIDAY,Every Alternative FRIDAY
11577,SALISBURY,WINCOTT ST,9,32,Every FRIDAY,Every Alternative FRIDAY
11578,SALISBURY,WINSOME RD,3,111,Every FRIDAY,Every Alternative FRIDAY
11579,SANDGATE,AGNEW ST,12,109,Every FRIDAY,Every Alternative FRIDAY
11580,SANDGATE,ALBION ST,3,22,Every FRIDAY,Every Alternative FRIDAY
11581,SANDGATE,ALEXANDRA ST,6,119,Every FRIDAY,Every Alternative FRIDAY
11582,SANDGATE,ANZAC AVE,8,20,Every FRIDAY,Every Alternative FRIDAY
11583,SANDGATE,BAMFORD ST,10,24,Every FRIDAY,Every Alternative FRIDAY
11584,SANDGATE,BARCLAY ST,5,5,Every FRIDAY,Every Alternative FRIDAY
11585,SANDGATE,BARTON ST,5,30,Every FRIDAY,Every Alternative FRIDAY
11586,SANDGATE,BASKERVILLE ST,27,31,Every FRIDAY,Every Alternative FRIDAY
11587,SANDGATE,BEATHAM ST,8,28,Every FRIDAY,Every Alternative FRIDAY
11588,SANDGATE,BEAUMETZ ST,11,25,Every FRIDAY,Every Alternative FRIDAY
11589,SANDGATE,BEVINGTON ST,45,86,Every FRIDAY,Every Alternative FRIDAY
11590,SANDGATE,BOARD ST,6,6,Every FRIDAY,Every Alternative FRIDAY
11591,SANDGATE,BORELLA ST,25,53,Every FRIDAY,Every Alternative FRIDAY
11592,SANDGATE,BOWSER PDE,14,18,Every FRIDAY,Every Alternative FRIDAY
11593,SANDGATE,BRACKEN RIDGE RD,12,56,Every FRIDAY,Every Alternative FRIDAY
11594,SANDGATE,BRIGHTON RD,2,311,Every FRIDAY,Every Alternative FRIDAY
11595,SANDGATE,BRIGHTON TCE,8,142,Every FRIDAY,Every Alternative FRIDAY
11596,SANDGATE,BRISBANE ST,1,17,Every FRIDAY,Every Alternative FRIDAY
11597,SANDGATE,BURNETT PL,12,55,Every FRIDAY,Every Alternative FRIDAY
11598,SANDGATE,CLAYTON ST,14,125,Every FRIDAY,Every Alternative FRIDAY
11599,SANDGATE,CLIFF ST,28,70,Every FRIDAY,Every Alternative FRIDAY
11600,SANDGATE,CONNAUGHT ST,6,143,Every FRIDAY,Every Alternative FRIDAY
11601,SANDGATE,CURLEW ST,10,74,Every FRIDAY,Every Alternative FRIDAY
11602,SANDGATE,DARLING ST,9,17,Every FRIDAY,Every Alternative FRIDAY
11603,SANDGATE,DEAGON ST,1,133,Every FRIDAY,Every Alternative FRIDAY
11604,SANDGATE,DERRLS LANE,9,20,Every FRIDAY,Every Alternative FRIDAY
11605,SANDGATE,EAGLE TCE,38,156,Every FRIDAY,Every Alternative FRIDAY
11606,SANDGATE,EIGHTH AVE,2,12,Every FRIDAY,Every Alternative FRIDAY
11607,SANDGATE,EVE ST,5,6,Every FRIDAY,Every Alternative FRIDAY
11608,SANDGATE,FIFTH AVE,9,58,Every FRIDAY,Every Alternative FRIDAY
11609,SANDGATE,FIRST AVE,3,26,Every FRIDAY,Every Alternative FRIDAY
11610,SANDGATE,FLINDERS PDE,1,318,Every FRIDAY,Every Alternative FRIDAY
11611,SANDGATE,FOURTH AVE,4,50,Every FRIDAY,Every Alternative FRIDAY
11612,SANDGATE,FULHAM ST,8,14,Every FRIDAY,Every Alternative FRIDAY
11613,SANDGATE,GRIFFITH ST,6,121,Every FRIDAY,Every Alternative FRIDAY
11614,SANDGATE,HANCOCK ST,8,16,Every FRIDAY,Every Alternative FRIDAY
11615,SANDGATE,HOSKINS ST,2,129,Every FRIDAY,Every Alternative FRIDAY
11616,SANDGATE,JEAYS ST,4,4,Every FRIDAY,Every Alternative FRIDAY
11617,SANDGATE,KATE ST,50,50,Every FRIDAY,Every Alternative FRIDAY
11618,SANDGATE,KEMPSTER ST,5,173,Every FRIDAY,Every Alternative FRIDAY
11619,SANDGATE,KENNERLEY ST,5,10,Every FRIDAY,Every Alternative FRIDAY
11620,SANDGATE,KEOGH ST,3,84,Every FRIDAY,Every Alternative FRIDAY
11621,SANDGATE,KNOX ST,6,6,Every FRIDAY,Every Alternative FRIDAY
11622,SANDGATE,LAGOON ST,8,28,Every FRIDAY,Every Alternative FRIDAY
11623,SANDGATE,LOUDON ST,1,80,Every FRIDAY,Every Alternative FRIDAY
11624,SANDGATE,LOWER ALEXANDRA ST,11,11,Every FRIDAY,Every Alternative FRIDAY
11625,SANDGATE,LOWER BRIGHTON TCE,8,72,Every FRIDAY,Every Alternative FRIDAY
11626,SANDGATE,LUNN ST,9,36,Every FRIDAY,Every Alternative FRIDAY
11627,SANDGATE,MURRAY ST,10,46,Every FRIDAY,Every Alternative FRIDAY
11628,SANDGATE,NASH ST,1,106,Every FRIDAY,Every Alternative FRIDAY
11629,SANDGATE,NINTH AVE,1,34,Every FRIDAY,Every Alternative FRIDAY
11630,SANDGATE,PALM AVE,5,61,Every FRIDAY,Every Alternative FRIDAY
11631,SANDGATE,PAUL ST,3,33,Every FRIDAY,Every Alternative FRIDAY
11632,SANDGATE,PERKINS ST,1,51,Every FRIDAY,Every Alternative FRIDAY
11633,SANDGATE,RAINBOW ST,2,244,Every FRIDAY,Every Alternative FRIDAY
11634,SANDGATE,SEASOME AVE,9,49,Every FRIDAY,Every Alternative FRIDAY
11635,SANDGATE,SECOND AVE,7,48,Every FRIDAY,Every Alternative FRIDAY
11636,SANDGATE,SEVENTH AVE,1,42,Every FRIDAY,Every Alternative FRIDAY
11637,SANDGATE,SEYMOUR ST,8,198,Every FRIDAY,Every Alternative FRIDAY
11638,SANDGATE,SIXTH AVE,11,51,Every FRIDAY,Every Alternative FRIDAY
11639,SANDGATE,SOUTHERDEN ST,17,137,Every FRIDAY,Every Alternative FRIDAY
11640,SANDGATE,STEPHENSON ST,54,54,Every FRIDAY,Every Alternative FRIDAY
11641,SANDGATE,SUTTON AVE,7,51,Every FRIDAY,Every Alternative FRIDAY
11642,SANDGATE,TENTH AVE,2,37,Every FRIDAY,Every Alternative FRIDAY
11643,SANDGATE,THIRD AVE,6,54,Every FRIDAY,Every Alternative FRIDAY
11644,SANDGATE,TOWNER ST,4,50,Every FRIDAY,Every Alternative FRIDAY
11645,SANDGATE,VERNEY ST,7,23,Every FRIDAY,Every Alternative FRIDAY
11646,SANDGATE,WAKEFIELD ST,1,102,Every FRIDAY,Every Alternative FRIDAY
11647,SANDGATE,WARD ST,26,74,Every FRIDAY,Every Alternative FRIDAY
11648,SANDGATE,WIGHTON ST,7,44,Every FRIDAY,Every Alternative FRIDAY
11649,SANDGATE,WOLSEY ST,6,49,Every FRIDAY,Every Alternative FRIDAY
11650,SEVEN HILLS,AEMILIA AVE,2,24,Every TUESDAY,Every Alternative TUESDAY
11651,SEVEN HILLS,AGNEW ST,217,235,Every TUESDAY,Every Alternative TUESDAY
11652,SEVEN HILLS,APPIA AVE,7,44,Every TUESDAY,Every Alternative TUESDAY
11653,SEVEN HILLS,ARTEMIS AVE,3,27,Every TUESDAY,Every Alternative TUESDAY
11654,SEVEN HILLS,AVENTINE ST,3,29,Every TUESDAY,Every Alternative TUESDAY
11655,SEVEN HILLS,BRIGHTON AVE,29,29,Every TUESDAY,Every Alternative TUESDAY
11656,SEVEN HILLS,CAELIAN ST,4,7,Every TUESDAY,Every Alternative TUESDAY
11657,SEVEN HILLS,CLAUDIA RD,1,3,Every TUESDAY,Every Alternative TUESDAY
11658,SEVEN HILLS,CLEARVIEW TCE,4,42,Every TUESDAY,Every Alternative TUESDAY
11659,SEVEN HILLS,DANTE DR,4,44,Every TUESDAY,Every Alternative TUESDAY
11660,SEVEN HILLS,DANTE LANE,6,6,Every TUESDAY,Every Alternative TUESDAY
11661,SEVEN HILLS,DARCY RD,9,263,Every TUESDAY,Every Alternative TUESDAY
11662,SEVEN HILLS,DOMITIA AVE,3,72,Every TUESDAY,Every Alternative TUESDAY
11663,SEVEN HILLS,FAVIUS AVE,4,16,Every TUESDAY,Every Alternative TUESDAY
11664,SEVEN HILLS,FERGUSON RD,149,418,Every TUESDAY,Every Alternative TUESDAY
11665,SEVEN HILLS,FOXTON ST,55,93,Every TUESDAY,Every Alternative TUESDAY
11666,SEVEN HILLS,HARMONY CRES,3,3,Every TUESDAY,Every Alternative TUESDAY
11667,SEVEN HILLS,ISIS CRES,1,4,Every TUESDAY,Every Alternative TUESDAY
11668,SEVEN HILLS,KARANA ST,4,18,Every TUESDAY,Every Alternative TUESDAY
11669,SEVEN HILLS,KENSINGTON AVE,5,27,Every TUESDAY,Every Alternative TUESDAY
11670,SEVEN HILLS,LATINA AVE,3,50,Every TUESDAY,Every Alternative TUESDAY
11671,SEVEN HILLS,LOSSOCK AVE,20,27,Every TUESDAY,Every Alternative TUESDAY
11672,SEVEN HILLS,MAJESTIC OTLK,3,146,Every TUESDAY,Every Alternative TUESDAY
11673,SEVEN HILLS,MARSHALL AVE,1,24,Every TUESDAY,Every Alternative TUESDAY
11674,SEVEN HILLS,MIAWELA ST,6,34,Every TUESDAY,Every Alternative TUESDAY
11675,SEVEN HILLS,MINERVA LANE,9,9,Every TUESDAY,Every Alternative TUESDAY
11676,SEVEN HILLS,NESTOR LANE,40,40,Every TUESDAY,Every Alternative TUESDAY
11677,SEVEN HILLS,OATESON SKYLINE DR,12,184,Every TUESDAY,Every Alternative TUESDAY
11678,SEVEN HILLS,OBERON ST,31,43,Every TUESDAY,Every Alternative TUESDAY
11679,SEVEN HILLS,PARAMOUNT TCE,1,57,Every TUESDAY,Every Alternative TUESDAY
11680,SEVEN HILLS,PHALERUM AVE,1,91,Every TUESDAY,Every Alternative TUESDAY
11681,SEVEN HILLS,PORTEUS DR,23,152,Every TUESDAY,Every Alternative TUESDAY
11682,SEVEN HILLS,QUIRINAL CRES,4,60,Every TUESDAY,Every Alternative TUESDAY
11683,SEVEN HILLS,RICHMOND RD,313,335,Every TUESDAY,Every Alternative TUESDAY
11684,SEVEN HILLS,SALARIA DR,16,60,Every TUESDAY,Every Alternative TUESDAY
11685,SEVEN HILLS,SERVIUS AVE,2,16,Every TUESDAY,Every Alternative TUESDAY
11686,SEVEN HILLS,STANLEY RD,24,40,Every TUESDAY,Every Alternative TUESDAY
11687,SEVEN HILLS,THE CORSO,2,18,Every TUESDAY,Every Alternative TUESDAY
11688,SEVEN HILLS,TIBURTINA CRES,4,24,Every TUESDAY,Every Alternative TUESDAY
11689,SEVEN HILLS,TRAJAN AVE,4,6,Every TUESDAY,Every Alternative TUESDAY
11690,SEVEN HILLS,TRANTERS AVE,44,102,Every TUESDAY,Every Alternative TUESDAY
11691,SEVEN HILLS,URANUS AVE,3,28,Every TUESDAY,Every Alternative TUESDAY
11692,SEVEN HILLS,URSUS ST,1,14,Every TUESDAY,Every Alternative TUESDAY
11693,SEVEN HILLS,VALARIA AVE,3,72,Every TUESDAY,Every Alternative TUESDAY
11694,SEVEN HILLS,VIMINAL HILL CRES,4,32,Every TUESDAY,Every Alternative TUESDAY
11695,SEVEN HILLS,WALKER AVE,37,49,Every TUESDAY,Every Alternative TUESDAY
11696,SEVENTEEN MILE ROCKS,ALPHITONIA ST,3,21,Every WEDNESDAY,Every Alternative WEDNESDAY
11697,SEVENTEEN MILE ROCKS,ARGYLE ST,8,62,Every WEDNESDAY,Every Alternative WEDNESDAY
11698,SEVENTEEN MILE ROCKS,BEAUCHAMP ST,1,15,Every WEDNESDAY,Every Alternative WEDNESDAY
11699,SEVENTEEN MILE ROCKS,BELLWOOD ST,161,161,Every WEDNESDAY,Every Alternative WEDNESDAY
11700,SEVENTEEN MILE ROCKS,BENGAR PL,1,15,Every WEDNESDAY,Every Alternative WEDNESDAY
11701,SEVENTEEN MILE ROCKS,BENRONALDS ST,14,39,Every WEDNESDAY,Every Alternative WEDNESDAY
11702,SEVENTEEN MILE ROCKS,BLUESTONE CRCT,8,184,Every WEDNESDAY,Every Alternative WEDNESDAY
11703,SEVENTEEN MILE ROCKS,BOYLAND ST,3,15,Every WEDNESDAY,Every Alternative WEDNESDAY
11704,SEVENTEEN MILE ROCKS,BROOKESIDE CRES,2,106,Every WEDNESDAY,Every Alternative WEDNESDAY
11705,SEVENTEEN MILE ROCKS,BUNYA PL,2,13,Every WEDNESDAY,Every Alternative WEDNESDAY
11706,SEVENTEEN MILE ROCKS,BUYERS CL,1,8,Every WEDNESDAY,Every Alternative WEDNESDAY
11707,SEVENTEEN MILE ROCKS,CARLYLE ST,4,55,Every WEDNESDAY,Every Alternative WEDNESDAY
11708,SEVENTEEN MILE ROCKS,CASUARINA ST,2,40,Every WEDNESDAY,Every Alternative WEDNESDAY
11709,SEVENTEEN MILE ROCKS,COOMB ST,1,27,Every WEDNESDAY,Every Alternative WEDNESDAY
11710,SEVENTEEN MILE ROCKS,COUNIHAN RD,1,99,Every WEDNESDAY,Every Alternative WEDNESDAY
11711,SEVENTEEN MILE ROCKS,CRIEFF CL,3,6,Every WEDNESDAY,Every Alternative WEDNESDAY
11712,SEVENTEEN MILE ROCKS,DELAPINE PL,2,37,Every WEDNESDAY,Every Alternative WEDNESDAY
11713,SEVENTEEN MILE ROCKS,DUPORTH RD,16,16,Every WEDNESDAY,Every Alternative WEDNESDAY
11714,SEVENTEEN MILE ROCKS,EDENBROOKE DR,36,175,Every WEDNESDAY,Every Alternative WEDNESDAY
11715,SEVENTEEN MILE ROCKS,EDINGLASSIE ST,1,17,Every WEDNESDAY,Every Alternative WEDNESDAY
11716,SEVENTEEN MILE ROCKS,EUCALYPTUS CT,3,23,Every WEDNESDAY,Every Alternative WEDNESDAY
11717,SEVENTEEN MILE ROCKS,FLINDERSIA CRES,1,75,Every WEDNESDAY,Every Alternative WEDNESDAY
11718,SEVENTEEN MILE ROCKS,FORFAR ST,3,19,Every WEDNESDAY,Every Alternative WEDNESDAY
11719,SEVENTEEN MILE ROCKS,FREMONT ST,71,213,Every WEDNESDAY,Every Alternative WEDNESDAY
11720,SEVENTEEN MILE ROCKS,GOODENIA CRES,1,68,Every WEDNESDAY,Every Alternative WEDNESDAY
11721,SEVENTEEN MILE ROCKS,GORDON CRCT,4,151,Every WEDNESDAY,Every Alternative WEDNESDAY
11722,SEVENTEEN MILE ROCKS,HARPULIA PL,1,17,Every WEDNESDAY,Every Alternative WEDNESDAY
11723,SEVENTEEN MILE ROCKS,HARRIS PL,1,33,Every WEDNESDAY,Every Alternative WEDNESDAY
11724,SEVENTEEN MILE ROCKS,HARTIGAN CT,4,8,Every WEDNESDAY,Every Alternative WEDNESDAY
11725,SEVENTEEN MILE ROCKS,HASP ST,1,31,Every WEDNESDAY,Every Alternative WEDNESDAY
11726,SEVENTEEN MILE ROCKS,HIGHLAND DR,6,30,Every WEDNESDAY,Every Alternative WEDNESDAY
11727,SEVENTEEN MILE ROCKS,HOGAN PL,9,25,Every WEDNESDAY,Every Alternative WEDNESDAY
11728,SEVENTEEN MILE ROCKS,HOUNSLOW WAY,2,62,Every WEDNESDAY,Every Alternative WEDNESDAY
11729,SEVENTEEN MILE ROCKS,JACKSONIA DR,2,32,Every WEDNESDAY,Every Alternative WEDNESDAY
11730,SEVENTEEN MILE ROCKS,JENNIFER ST,28,58,Every WEDNESDAY,Every Alternative WEDNESDAY
11731,SEVENTEEN MILE ROCKS,KAURI PL,1,12,Every WEDNESDAY,Every Alternative WEDNESDAY
11732,SEVENTEEN MILE ROCKS,LOMANDRA CT,3,8,Every WEDNESDAY,Every Alternative WEDNESDAY
11733,SEVENTEEN MILE ROCKS,LOPHOSTEMON PL,2,14,Every WEDNESDAY,Every Alternative WEDNESDAY
11734,SEVENTEEN MILE ROCKS,MACADAM ST,11,20,Every WEDNESDAY,Every Alternative WEDNESDAY
11735,SEVENTEEN MILE ROCKS,MCNALLY CL,1,19,Every WEDNESDAY,Every Alternative WEDNESDAY
11736,SEVENTEEN MILE ROCKS,MEEHAN ST,3,20,Every WEDNESDAY,Every Alternative WEDNESDAY
11737,SEVENTEEN MILE ROCKS,MOLESWORTH ST,2,56,Every WEDNESDAY,Every Alternative WEDNESDAY
11738,SEVENTEEN MILE ROCKS,MONIER RD,61,115,Every WEDNESDAY,Every Alternative WEDNESDAY
11739,SEVENTEEN MILE ROCKS,MORANT CL,3,12,Every WEDNESDAY,Every Alternative WEDNESDAY
11740,SEVENTEEN MILE ROCKS,NORFOLK PL,3,19,Every WEDNESDAY,Every Alternative WEDNESDAY
11741,SEVENTEEN MILE ROCKS,OLDFIELD RD,3,43,Every WEDNESDAY,Every Alternative WEDNESDAY
11742,SEVENTEEN MILE ROCKS,PAMPLING ST,1,25,Every WEDNESDAY,Every Alternative WEDNESDAY
11743,SEVENTEEN MILE ROCKS,PANDOREA CL,1,10,Every WEDNESDAY,Every Alternative WEDNESDAY
11744,SEVENTEEN MILE ROCKS,PATERSON ST,2,26,Every WEDNESDAY,Every Alternative WEDNESDAY
11745,SEVENTEEN MILE ROCKS,ROBERTS ST,2,5,Every WEDNESDAY,Every Alternative WEDNESDAY
11746,SEVENTEEN MILE ROCKS,SAFFRON PL,1,21,Every WEDNESDAY,Every Alternative WEDNESDAY
11747,SEVENTEEN MILE ROCKS,SEVENTEEN MILE ROCKS RD,298,617,Every WEDNESDAY,Every Alternative WEDNESDAY
11748,SEVENTEEN MILE ROCKS,SINNAMON RD,10,22,Every WEDNESDAY,Every Alternative WEDNESDAY
11749,SEVENTEEN MILE ROCKS,SKIRMISH ST,2,14,Every WEDNESDAY,Every Alternative WEDNESDAY
11750,SEVENTEEN MILE ROCKS,SOMERSBY ST,3,26,Every WEDNESDAY,Every Alternative WEDNESDAY
11751,SEVENTEEN MILE ROCKS,STAPLE ST,1,30,Every WEDNESDAY,Every Alternative WEDNESDAY
11752,SEVENTEEN MILE ROCKS,SURVEYOR ST,3,14,Every WEDNESDAY,Every Alternative WEDNESDAY
11753,SEVENTEEN MILE ROCKS,VENERABLE ST,3,63,Every WEDNESDAY,Every Alternative WEDNESDAY
11754,SEVENTEEN MILE ROCKS,WATSON CT,2,8,Every WEDNESDAY,Every Alternative WEDNESDAY
11755,SHERWOOD,AUGUSTUS ST,1,2,Every TUESDAY,Every Alternative TUESDAY
11756,SHERWOOD,BARCHESTER ST,9,47,Every TUESDAY,Every Alternative TUESDAY
11757,SHERWOOD,BENTINCK ST,2,50,Every TUESDAY,Every Alternative TUESDAY
11758,SHERWOOD,BERRY ST,1,121,Every TUESDAY,Every Alternative TUESDAY
11759,SHERWOOD,BLACKWOOD ST,4,55,Every TUESDAY,Every Alternative TUESDAY
11760,SHERWOOD,BORDEN ST,6,131,Every TUESDAY,Every Alternative TUESDAY
11761,SHERWOOD,BUTE ST,4,70,Every TUESDAY,Every Alternative TUESDAY
11762,SHERWOOD,CENTRAL AVE,3,142,Every TUESDAY,Every Alternative TUESDAY
11763,SHERWOOD,CHANCELLOR ST,2,76,Every TUESDAY,Every Alternative TUESDAY
11764,SHERWOOD,CORMACK ST,1,31,Every TUESDAY,Every Alternative TUESDAY
11765,SHERWOOD,COYNE ST,7,24,Every TUESDAY,Every Alternative TUESDAY
11766,SHERWOOD,DEWAR TCE,2,140,Every TUESDAY,Every Alternative TUESDAY
11767,SHERWOOD,DOUGLAS ST,2,44,Every TUESDAY,Every Alternative TUESDAY
11768,SHERWOOD,DUDLEY ST,3,61,Every TUESDAY,Every Alternative TUESDAY
11769,SHERWOOD,DUNELLA ST,9,47,Every TUESDAY,Every Alternative TUESDAY
11770,SHERWOOD,EGMONT ST,18,43,Every TUESDAY,Every Alternative TUESDAY
11771,SHERWOOD,ELIZABETH ST,1,62,Every TUESDAY,Every Alternative TUESDAY
11772,SHERWOOD,ETTIE ST,2,25,Every TUESDAY,Every Alternative TUESDAY
11773,SHERWOOD,FERRY ST,11,52,Every TUESDAY,Every Alternative TUESDAY
11774,SHERWOOD,GALLOWAY ST,1,10,Every TUESDAY,Every Alternative TUESDAY
11775,SHERWOOD,HALL ST,10,74,Every TUESDAY,Every Alternative TUESDAY
11776,SHERWOOD,HAMILTON ST,8,80,Every TUESDAY,Every Alternative TUESDAY
11777,SHERWOOD,HAZELMERE PDE,1,67,Every TUESDAY,Every Alternative TUESDAY
11778,SHERWOOD,HEDGES ST,12,12,Every TUESDAY,Every Alternative TUESDAY
11779,SHERWOOD,HONOUR AVE,447,581,Every TUESDAY,Every Alternative TUESDAY
11780,SHERWOOD,HOOD ST,7,76,Every TUESDAY,Every Alternative TUESDAY
11781,SHERWOOD,JERROLD ST,15,125,Every TUESDAY,Every Alternative TUESDAY
11782,SHERWOOD,JOHNSTONE ST,1,23,Every TUESDAY,Every Alternative TUESDAY
11783,SHERWOOD,JOLIMONT ST,3,96,Every TUESDAY,Every Alternative TUESDAY
11784,SHERWOOD,JORDAN ST,9,37,Every TUESDAY,Every Alternative TUESDAY
11785,SHERWOOD,JOSEPH ST,1,12,Every TUESDAY,Every Alternative TUESDAY
11786,SHERWOOD,JUNCTION ST,8,47,Every TUESDAY,Every Alternative TUESDAY
11787,SHERWOOD,KENILWORTH ST,2,29,Every TUESDAY,Every Alternative TUESDAY
11788,SHERWOOD,KENNARD ST,28,28,Every TUESDAY,Every Alternative TUESDAY
11789,SHERWOOD,KINKEAD AVE,10,30,Every TUESDAY,Every Alternative TUESDAY
11790,SHERWOOD,KITCHENER ST,2,110,Every TUESDAY,Every Alternative TUESDAY
11791,SHERWOOD,LANCE ST,1,49,Every TUESDAY,Every Alternative TUESDAY
11792,SHERWOOD,LILLY ST,1,99,Every TUESDAY,Every Alternative TUESDAY
11793,SHERWOOD,LINDA ST,1,39,Every TUESDAY,Every Alternative TUESDAY
11794,SHERWOOD,LOCKWOOD ST,4,31,Every TUESDAY,Every Alternative TUESDAY
11795,SHERWOOD,LONG ST,107,331,Every TUESDAY,Every Alternative TUESDAY
11796,SHERWOOD,MAGAZINE ST,4,47,Every TUESDAY,Every Alternative TUESDAY
11797,SHERWOOD,MARLBOROUGH ST,2,42,Every TUESDAY,Every Alternative TUESDAY
11798,SHERWOOD,MAYHEW ST,9,52,Every TUESDAY,Every Alternative TUESDAY
11799,SHERWOOD,MCCULLA ST,16,20,Every TUESDAY,Every Alternative TUESDAY
11800,SHERWOOD,MCDOUGALL ST,10,30,Every TUESDAY,Every Alternative TUESDAY
11801,SHERWOOD,OMAN ST,8,8,Every TUESDAY,Every Alternative TUESDAY
11802,SHERWOOD,OXLEY RD,327,575,Every TUESDAY,Every Alternative TUESDAY
11803,SHERWOOD,PALM AVE,1,14,Every TUESDAY,Every Alternative TUESDAY
11804,SHERWOOD,PARK TCE,10,124,Every TUESDAY,Every Alternative TUESDAY
11805,SHERWOOD,PLUMER ST,2,124,Every TUESDAY,Every Alternative TUESDAY
11806,SHERWOOD,PRIMROSE ST,7,102,Every TUESDAY,Every Alternative TUESDAY
11807,SHERWOOD,PROSPECT ST,8,43,Every TUESDAY,Every Alternative TUESDAY
11808,SHERWOOD,QUARRY RD,6,91,Every TUESDAY,Every Alternative TUESDAY
11809,SHERWOOD,ROBERTSON ST,20,70,Every TUESDAY,Every Alternative TUESDAY
11810,SHERWOOD,SHERWOOD RD,405,748,Every TUESDAY,Every Alternative TUESDAY
11811,SHERWOOD,SKEW ST,4,65,Every TUESDAY,Every Alternative TUESDAY
11812,SHERWOOD,STRICKLAND TCE,11,57,Every TUESDAY,Every Alternative TUESDAY
11813,SHERWOOD,TAINTON ST,30,35,Every TUESDAY,Every Alternative TUESDAY
11814,SHERWOOD,THALLON ST,12,38,Every TUESDAY,Every Alternative TUESDAY
11815,SHERWOOD,THOMAS ST,2,177,Every TUESDAY,Every Alternative TUESDAY
11816,SHERWOOD,TURNER ST,1,42,Every TUESDAY,Every Alternative TUESDAY
11817,SHERWOOD,WEINHOLT ST,11,47,Every TUESDAY,Every Alternative TUESDAY
11818,SHERWOOD,WOODBERRY AVE,5,22,Every TUESDAY,Every Alternative TUESDAY
11819,SHORNCLIFFE,AGNES ST,3,27,Every FRIDAY,Every Alternative FRIDAY
11820,SHORNCLIFFE,ALLPASS PDE,1,95,Every FRIDAY,Every Alternative FRIDAY
11821,SHORNCLIFFE,ASHFORD ST,3,44,Every FRIDAY,Every Alternative FRIDAY
11822,SHORNCLIFFE,BALLANTRAE LANE,7,7,Every FRIDAY,Every Alternative FRIDAY
11823,SHORNCLIFFE,BEVINGTON ST,4,38,Every FRIDAY,Every Alternative FRIDAY
11824,SHORNCLIFFE,COTTON ST,2,73,Every FRIDAY,Every Alternative FRIDAY
11825,SHORNCLIFFE,EAGLE TCE,4,32,Every FRIDAY,Every Alternative FRIDAY
11826,SHORNCLIFFE,FRASER ST,7,18,Every FRIDAY,Every Alternative FRIDAY
11827,SHORNCLIFFE,FRIDAY ST,1,138,Every FRIDAY,Every Alternative FRIDAY
11828,SHORNCLIFFE,GILPIN ST,5,30,Every FRIDAY,Every Alternative FRIDAY
11829,SHORNCLIFFE,GOWEN ST,7,35,Every FRIDAY,Every Alternative FRIDAY
11830,SHORNCLIFFE,GUY ST,8,19,Every FRIDAY,Every Alternative FRIDAY
11831,SHORNCLIFFE,JETTY ST,1,19,Every FRIDAY,Every Alternative FRIDAY
11832,SHORNCLIFFE,KATE ST,9,47,Every FRIDAY,Every Alternative FRIDAY
11833,SHORNCLIFFE,MARINA ST,5,18,Every FRIDAY,Every Alternative FRIDAY
11834,SHORNCLIFFE,OXFORD PL,5,25,Every FRIDAY,Every Alternative FRIDAY
11835,SHORNCLIFFE,PALM AVE,8,153,Every FRIDAY,Every Alternative FRIDAY
11836,SHORNCLIFFE,PARK PDE,6,82,Every FRIDAY,Every Alternative FRIDAY
11837,SHORNCLIFFE,PIER AVE,1,65,Every FRIDAY,Every Alternative FRIDAY
11838,SHORNCLIFFE,RAILWAY PDE,2,10,Every FRIDAY,Every Alternative FRIDAY
11839,SHORNCLIFFE,RAINBOW ST,235,278,Every FRIDAY,Every Alternative FRIDAY
11840,SHORNCLIFFE,RAYMOND ST,1,44,Every FRIDAY,Every Alternative FRIDAY
11841,SHORNCLIFFE,ROBINSON ST,8,22,Every FRIDAY,Every Alternative FRIDAY
11842,SHORNCLIFFE,SEAVIEW LANE,15,15,Every FRIDAY,Every Alternative FRIDAY
11843,SHORNCLIFFE,SHORNCLIFFE PDE,98,152,Every FRIDAY,Every Alternative FRIDAY
11844,SHORNCLIFFE,SIGNAL ROW,5,30,Every FRIDAY,Every Alternative FRIDAY
11845,SHORNCLIFFE,SUNDAY ST,1,60,Every FRIDAY,Every Alternative FRIDAY
11846,SHORNCLIFFE,SWAN ST,1,71,Every FRIDAY,Every Alternative FRIDAY
